frequency1,S1 1,S21
22.0075,-34.16299423,-0.00166207
22.01,-33.71624945,-0.001840909
22.0125,-33.29744825,-0.002026262
22.015,-32.90395904,-0.002217609
22.0175,-32.53353354,-0.002414422
22.02,-32.18423642,-0.002616155
22.0225,-31.85439047,-0.002822258
22.025,-31.54253322,-0.003032168
22.0275,-31.24738242,-0.003245314
22.03,-30.96780823,-0.003461121
22.0325,-30.70281053,-0.003679006
22.035,-30.45150046,-0.003898384
22.0375,-30.21308507,-0.004118666
22.04,-29.98685461,-0.004339262
22.0425,-29.77217188,-0.004559582
22.045,-29.5684633,-0.00477904
22.0475,-29.37521129,-0.004997047
22.05,-29.19194784,-0.005213024
22.0525,-29.01824903,-0.005426394
22.055,-28.85373024,-0.005636588
22.0575,-28.69804215,-0.005843044
22.06,-28.55086715,-0.006045209
22.0625,-28.41191634,-0.006242543
22.065,-28.28092685,-0.006434515
22.0675,-28.15765953,-0.006620609
22.07,-28.0418969,-0.006800323
22.0725,-27.93344143,-0.006973169
22.075,-27.83211394,-0.007138678
22.0775,-27.73775227,-0.007296397
22.08,-27.65021005,-0.007445892
22.0825,-27.56935571,-0.007586751
22.085,-27.4950715,-0.00771858
22.0875,-27.42725273,-0.007841009
22.09,-27.36580708,-0.007953691
22.0925,-27.31065395,-0.008056302
22.095,-27.26172402,-0.008148543
22.0975,-27.21895875,-0.00823014
22.1,-27.18231004,-0.008300848
22.1025,-27.15173993,-0.008360446
22.105,-27.12722039,-0.008408742
22.1075,-27.1087331,-0.008445573
22.11,-27.09626938,-0.008470804
22.1125,-27.08983011,-0.00848433
22.115,-27.08942575,-0.008486075
22.1175,-27.09507636,-0.008475996
22.12,-27.10681178,-0.008454078
22.1225,-27.1246717,-0.008420337
22.125,-27.14870601,-0.008374823
22.1275,-27.17897498,-0.008317614
22.13,-27.21554972,-0.008248822
22.1325,-27.25851256,-0.00816859
22.135,-27.30795756,-0.00807709
22.1375,-27.36399115,-0.00797453
22.14,-27.42673278,-0.007861144
22.1425,-27.49631573,-0.007737201
22.145,-27.57288802,-0.007602999
22.1475,-27.65661346,-0.007458866
22.15,-27.74767282,-0.007305159
22.1525,-27.84626517,-0.007142268
22.155,-27.95260947,-0.006970607
22.1575,-28.06694626,-0.006790621
22.16,-28.18953972,-0.006602781
22.1625,-28.32067994,-0.006407584
22.165,-28.46068555,-0.006205555
22.1675,-28.60990677,-0.005997242
22.17,-28.76872882,-0.005783216
22.1725,-28.93757606,-0.005564071
22.175,-29.11691656,-0.005340423
22.1775,-29.30726759,-0.005112908
22.18,-29.50920198,-0.004882181
22.1825,-29.7233556,-0.004648914
22.185,-29.9504362,-0.004413796
22.1875,-30.19123389,-0.004177529
22.19,-30.44663368,-0.00394083
22.1925,-30.71763055,-0.003704427
22.195,-31.00534771,-0.003469056
22.1975,-31.31105879,-0.003235464
22.2,-31.63621524,-0.003004403
22.2025,-31.98248024,-0.002776629
22.205,-32.35177119,-0.002552901
22.2075,-32.7463135,-0.00233398
22.21,-33.16870948,-0.002120624
22.2125,-33.62202773,-0.001913589
22.215,-34.10992081,-0.001713624
22.2175,-34.63678261,-0.001521474
22.22,-35.20796272,-0.001337871
22.2225,-35.83006451,-0.001163538
22.225,-36.51136942,-0.000999182
22.2275,-37.26245774,-0.000845496
22.23,-38.09714603,-0.000703154
22.2325,-39.03395758,-0.00057281
22.235,-40.09853643,-0.000455095
22.2375,-41.32784051,-0.000350616
22.24,-42.77796298,-0.000259953
22.2425,-44.54015429,-0.000183656
22.245,-46.77817191,-0.000122243
22.2475,-49.83386023,-7.62E-05
22.25,-54.64247279,-4.60E-05
22.2525,-66.49548773,-3.20E-05
22.255,-60.72096557,-3.46E-05
22.2575,-52.69352318,-5.42E-05
22.26,-48.57494788,-9.09E-05
22.2625,-45.78096667,-0.00014515
22.265,-43.66270682,-0.000217032
22.2675,-41.95594332,-0.000306708
22.27,-40.52671951,-0.000414271
22.2725,-39.29769086,-0.000539757
22.275,-38.22013443,-0.000683151
22.2775,-37.26136952,-0.000844378
22.28,-36.39841025,-0.001023309
22.2825,-35.614477,-0.001219754
22.285,-34.89694856,-0.001433463
22.2875,-34.23609522,-0.001664124
22.29,-33.62426049,-0.001911365
22.2925,-33.05531353,-0.00217475
22.295,-32.52427141,-0.00245378
22.2975,-32.0270316,-0.002747889
22.3,-31.56017838,-0.003056451
22.3025,-31.12083985,-0.003378772
22.305,-30.70658043,-0.003714095
22.3075,-30.31531893,-0.004061599
22.31,-29.9452651,-0.004420397
22.3125,-29.59486994,-0.00478954
22.315,-29.26278639,-0.005168016
22.3175,-28.94783786,-0.005554752
22.32,-28.64899278,-0.005948615
22.3225,-28.36534399,-0.00634841
22.325,-28.09609179,-0.006752888
22.3275,-27.84052994,-0.007160744
22.33,-27.59803409,-0.00757062
22.3325,-27.36805213,-0.007981106
22.335,-27.15009607,-0.008390748
22.3375,-26.94373531,-0.008798043
22.34,-26.74859086,-0.00920145
22.3425,-26.56433062,-0.009599391
22.345,-26.39066527,-0.009990251
22.3475,-26.22734494,-0.010372389
22.35,-26.07415637,-0.010744139
22.3525,-25.93092059,-0.011103816
22.355,-25.79749101,-0.011449721
22.3575,-25.67375193,-0.011780147
22.36,-25.55961737,-0.012093384
22.3625,-25.45503028,-0.01238773
22.365,-25.35996199,-0.012661491
22.3675,-25.274412,-0.012912996
22.37,-25.19840808,-0.013140599
22.3725,-25.13200661,-0.013342689
22.375,-25.07529327,-0.013517702
22.3775,-25.02838399,-0.013664126
22.38,-24.99142634,-0.013780512
22.3825,-24.9646012,-0.013865486
22.385,-24.94812482,-0.013917759
22.3875,-24.94225146,-0.013936136
22.39,-24.94727644,-0.013919531
22.3925,-24.96353982,-0.01386698
22.395,-24.99143084,-0.013777651
22.3975,-25.03139309,-0.013650859
22.4,-25.08393076,-0.013486082
22.4025,-25.14961602,-0.013282972
22.405,-25.2290978,-0.013041377
22.4075,-25.32311236,-0.012761351
22.41,-25.43249597,-0.012443174
22.4125,-25.55820018,-0.01208737
22.415,-25.70131048,-0.011694723
22.4175,-25.86306908,-0.0112663
22.42,-26.04490301,-0.010803468
22.4225,-26.24845909,-0.010307915
22.425,-26.47564783,-0.009781674
22.4275,-26.7286992,-0.009227142
22.43,-27.01023414,-0.008647105
22.4325,-27.32335765,-0.008044763
22.435,-27.67178166,-0.007423751
22.4375,-28.05998982,-0.00678817
22.44,-28.4934627,-0.006142609
22.4425,-28.97899198,-0.005492175
22.445,-29.52512961,-0.004842522
22.4475,-30.14284791,-0.004199876
22.45,-30.84654186,-0.003571069
22.4525,-31.6556116,-0.00296357
22.455,-32.59708119,-0.002385513
22.4575,-33.71019244,-0.001845732
22.46,-35.05508426,-0.001353795
22.4625,-36.73088027,-0.000920037
22.465,-38.91890445,-0.000555591
22.4675,-42.00969033,-0.00027243
22.47,-47.14171792,-8.34E-05
22.4725,-62.95720155,-2.25E-06
22.475,-50.03335777,-4.37E-05
22.4775,-42.90952208,-0.000223361
22.48,-38.92457527,-0.000558001
22.4825,-36.11232339,-0.001065351
22.485,-33.91976966,-0.001764255
22.4875,-32.11168639,-0.00267469
22.49,-30.56588221,-0.003817795
22.4925,-29.2106838,-0.005215913
22.495,-28.0004335,-0.006892618
22.4975,-26.90424841,-0.008872755
22.5,-25.9002634,-0.011182468
22.5025,-24.9724311,-0.013849231
22.505,-24.10862673,-0.016901876
22.5075,-23.29946692,-0.020370617
22.51,-22.53754252,-0.024287076
22.5125,-21.81690234,-0.028684299
22.515,-21.13269559,-0.033596772
22.5175,-20.4809177,-0.039060435
22.52,-19.85822566,-0.045112689
22.5225,-19.26180122,-0.051792395
22.525,-18.68924784,-0.059139873
22.5275,-18.13851176,-0.067196892
22.53,-17.60782083,-0.076006654
22.5325,-17.09563643,-0.085613771
22.535,-16.60061527,-0.096064233
22.5375,-16.12157874,-0.107405368
22.54,-15.65748803,-0.119685798
22.5425,-15.20742387,-0.132955378
22.545,-14.77056971,-0.147265129
22.5475,-14.34619789,-0.162667165
22.55,-13.93365792,-0.179214602
22.5525,-13.53236672,-0.19696146
22.555,-13.14180029,-0.215962554
22.5575,-12.76148662,-0.236273375
22.56,-12.3909996,-0.257949956
22.5625,-12.02995374,-0.281048727
22.565,-11.67799962,-0.305626366
22.5675,-11.3348199,-0.33173963
22.57,-11.00012582,-0.359445178
22.5725,-10.67365412,-0.388799389
22.575,-10.3551643,-0.419858164
22.5775,-10.04443615,-0.452676727
22.58,-9.741267636,-0.487309409
22.5825,-9.445472869,-0.523809435
22.585,-9.156880384,-0.562228704
22.5875,-8.875331516,-0.602617563
22.59,-8.600678951,-0.645024578
22.5925,-8.3327854,-0.689496312
22.595,-8.071522388,-0.736077102
22.5975,-7.816769148,-0.784808832
22.6,-7.568411609,-0.835730726
22.6025,-7.326341466,-0.888879137
22.605,-7.090455332,-0.944287351
22.6075,-6.860653964,-1.001985404
22.61,-6.636841549,-1.061999909
22.6125,-6.418925066,-1.124353901
22.615,-6.206813698,-1.189066698
22.6175,-6.000418306,-1.256153783
22.62,-5.799650959,-1.325626706
22.6225,-5.604424515,-1.397493001
22.625,-5.414652249,-1.471756137
22.6275,-5.230247538,-1.54841548
22.63,-5.051123582,-1.627466287
22.6325,-4.877193176,-1.708899717
22.635,-4.708368523,-1.792702871
22.6375,-4.544561083,-1.878858851
22.64,-4.385681466,-1.967346839
22.6425,-4.231639353,-2.058142206
22.645,-4.082343456,-2.151216628
22.6475,-3.937701506,-2.246538235
22.65,-3.797620268,-2.344071763
22.6525,-3.662005581,-2.443778732
22.655,-3.530762424,-2.54561763
22.6575,-3.403794997,-2.649544116
22.66,-3.281006822,-2.755511223
22.6625,-3.162300857,-2.863469575
22.665,-3.047579624,-2.973367613
22.6675,-2.936745347,-3.085151811
22.67,-2.829700091,-3.198766908
22.6725,-2.726345913,-3.314156132
22.675,-2.626585012,-3.431261422
22.6775,-2.530319883,-3.550023653
22.68,-2.437453466,-3.670382845
22.6825,-2.347889295,-3.792278377
22.685,-2.261531642,-3.915649183
22.6875,-2.178285658,-4.040433951
22.69,-2.098057502,-4.166571303
22.6925,-2.020754475,-4.293999969
22.695,-1.946285128,-4.422658949
22.6975,-1.87455938,-4.552487669
22.7,-1.805488614,-4.683426119
22.7025,-1.738985771,-4.815414982
22.705,-1.674965432,-4.948395755
22.7075,-1.613343892,-5.082310856
22.71,-1.554039221,-5.217103719
22.7125,-1.496971324,-5.35271888
22.715,-1.442061982,-5.489102055
22.7175,-1.389234895,-5.626200199
22.72,-1.338415706,-5.76396157
22.7225,-1.289532026,-5.902335768
22.725,-1.242513449,-6.041273777
22.7275,-1.197291555,-6.180727997
22.73,-1.153799916,-6.320652261
22.7325,-1.11197409,-6.461001853
22.735,-1.071751608,-6.60173352
22.7375,-1.033071959,-6.742805471
22.74,-0.995876575,-6.884177377
22.7425,-0.960108798,-7.025810363
22.745,-0.925713863,-7.167666997
22.7475,-0.892638856,-7.309711273
22.75,-0.860832689,-7.451908596
22.7525,-0.830246061,-7.594225754
22.755,-0.800831416,-7.736630901
22.7575,-0.77254291,-7.879093522
22.76,-0.745336363,-8.021584408
22.7625,-0.719169223,-8.164075627
22.765,-0.694000515,-8.306540489
22.7675,-0.669790805,-8.448953514
22.77,-0.646502148,-8.591290396
22.7725,-0.624098051,-8.733527975
22.775,-0.602543422,-8.875644194
22.7775,-0.58180453,-9.017618068
22.78,-0.561848957,-9.159429649
22.7825,-0.542645558,-9.301059989
22.785,-0.524164417,-9.442491108
22.7875,-0.506376802,-9.583705956
22.79,-0.489255127,-9.72468838
22.7925,-0.472772908,-9.865423092
22.795,-0.456904724,-10.00589563
22.7975,-0.44162618,-10.14609235
22.8,-0.426913864,-10.28600034
22.8025,-0.412745313,-10.42560745
22.805,-0.39909898,-10.56490222
22.8075,-0.38595419,-10.70387389
22.81,-0.373291115,-10.84251232
22.8125,-0.361090734,-10.98080801
22.815,-0.349334806,-11.11875203
22.8175,-0.338005838,-11.25633605
22.82,-0.32708705,-11.39355225
22.8225,-0.316562354,-11.53039334
22.825,-0.30641632,-11.66685254
22.8275,-0.296634153,-11.80292351
22.83,-0.287201664,-11.9386004
22.8325,-0.278105247,-12.07387775
22.835,-0.269331853,-12.20875053
22.8375,-0.260868971,-12.3432141
22.84,-0.2527046,-12.47726418
22.8425,-0.244827233,-12.61089686
22.845,-0.237225833,-12.74410856
22.8475,-0.229889814,-12.87689601
22.85,-0.222809023,-13.00925626
22.8525,-0.215973721,-13.14118663
22.855,-0.209374566,-13.27268474
22.8575,-0.203002597,-13.40374845
22.86,-0.196849216,-13.53437588
22.8625,-0.190906174,-13.66456539
22.865,-0.185165556,-13.79431554
22.8675,-0.179619768,-13.92362512
22.87,-0.174261521,-14.05249313
22.8725,-0.169083821,-14.18091875
22.875,-0.164079954,-14.30890132
22.8775,-0.159243475,-14.43644039
22.88,-0.154568199,-14.56353565
22.8825,-0.150048185,-14.69018694
22.885,-0.145677733,-14.81639425
22.8875,-0.141451365,-14.94215771
22.89,-0.137363823,-15.06747757
22.8925,-0.133410056,-15.19235423
22.895,-0.129585214,-15.31678816
22.8975,-0.125884635,-15.44077998
22.9,-0.122303844,-15.5643304
22.9025,-0.118838537,-15.6874402
22.905,-0.115484581,-15.8101103
22.9075,-0.112238004,-15.93234166
22.91,-0.109094986,-16.05413535
22.9125,-0.106051858,-16.17549251
22.915,-0.103105092,-16.29641434
22.9175,-0.100251293,-16.41690211
22.92,-0.097487201,-16.53695717
22.9225,-0.094809677,-16.6565809
22.925,-0.092215706,-16.77577477
22.9275,-0.089702383,-16.89454026
22.93,-0.087266917,-17.01287894
22.9325,-0.084906622,-17.13079238
22.935,-0.082618913,-17.24828223
22.9375,-0.080401301,-17.36535017
22.94,-0.078251394,-17.48199789
22.9425,-0.076166885,-17.59822714
22.945,-0.074145557,-17.7140397
22.9475,-0.072185273,-17.82943737
22.95,-0.070283976,-17.94442196
22.9525,-0.068439686,-18.05899534
22.955,-0.066650494,-18.17315938
22.9575,-0.064914563,-18.28691596
22.96,-0.063230123,-18.400267
22.9625,-0.061595467,-18.51321442
22.965,-0.060008952,-18.62576016
22.9675,-0.058468994,-18.73790618
22.97,-0.056974066,-18.84965444
22.9725,-0.055522696,-18.96100692
22.975,-0.054113466,-19.07196559
22.9775,-0.052745008,-19.18253245
22.98,-0.051416003,-19.2927095
22.9825,-0.050125178,-19.40249874
22.985,-0.048871307,-19.51190218
22.9875,-0.047653206,-19.62092182
22.99,-0.046469733,-19.72955967
22.9925,-0.045319787,-19.83781776
22.995,-0.044202305,-19.94569808
22.9975,-0.043116261,-20.05320266
23,-0.042060665,-20.1603335
23.0025,-0.041034561,-20.26709261
23.005,-0.040037027,-20.373482
23.0075,-0.039067171,-20.47950367
23.01,-0.038124134,-20.58515963
23.0125,-0.037207085,-20.69045185
23.015,-0.036315221,-20.79538235
23.0175,-0.035447769,-20.89995309
23.02,-0.034603978,-21.00416605
23.0225,-0.033783126,-21.10802322
23.025,-0.032984513,-21.21152655
23.0275,-0.032207466,-21.31467799
23.03,-0.03145133,-21.41747951
23.0325,-0.030715475,-21.51993304
23.035,-0.029999291,-21.62204051
23.0375,-0.029302189,-21.72380385
23.04,-0.028623598,-21.82522498
23.0425,-0.027962968,-21.92630579
23.045,-0.027319764,-22.02704821
23.0475,-0.026693473,-22.12745409
23.05,-0.026083593,-22.22752534
23.0525,-0.025489645,-22.32726381
23.055,-0.024911159,-22.42667137
23.0575,-0.024347686,-22.52574985
23.06,-0.023798787,-22.62450111
23.0625,-0.02326404,-22.72292697
23.065,-0.022743035,-22.82102923
23.0675,-0.022235377,-22.91880972
23.07,-0.02174068,-23.01627022
23.0725,-0.021258575,-23.11341251
23.075,-0.020788701,-23.21023838
23.0775,-0.02033071,-23.30674958
23.08,-0.019884264,-23.40294786
23.0825,-0.019449037,-23.49883496
23.085,-0.019024713,-23.59441261
23.0875,-0.018610984,-23.68968253
23.09,-0.018207555,-23.78464642
23.0925,-0.017814135,-23.87930597
23.095,-0.017430448,-23.97366287
23.0975,-0.017056223,-24.06771879
23.1,-0.016691197,-24.16147539
23.1025,-0.016335117,-24.25493431
23.105,-0.015987736,-24.3480972
23.1075,-0.015648816,-24.44096568
23.11,-0.015318125,-24.53354136
23.1125,-0.014995439,-24.62582584
23.115,-0.014680541,-24.71782073
23.1175,-0.014373218,-24.80952759
23.12,-0.014073267,-24.900948
23.1225,-0.013780489,-24.99208351
23.125,-0.013494691,-25.08293568
23.1275,-0.013215686,-25.17350603
23.13,-0.012943293,-25.26379609
23.1325,-0.012677336,-25.35380737
23.135,-0.012417644,-25.44354138
23.1375,-0.01216405,-25.53299961
23.14,-0.011916395,-25.62218354
23.1425,-0.011674522,-25.71109463
23.145,-0.01143828,-25.79973435
23.1475,-0.01120752,-25.88810414
23.15,-0.0109821,-25.97620544
23.1525,-0.010761882,-26.06403968
23.155,-0.01054673,-26.15160827
23.1575,-0.010336513,-26.23891262
23.16,-0.010131105,-26.32595412
23.1625,-0.009930381,-26.41273417
23.165,-0.009734222,-26.49925412
23.1675,-0.00954251,-26.58551535
23.17,-0.009355133,-26.67151921
23.1725,-0.009171981,-26.75726704
23.175,-0.008992946,-26.84276018
23.1775,-0.008817924,-26.92799996
23.18,-0.008646815,-27.01298768
23.1825,-0.008479519,-27.09772464
23.185,-0.008315942,-27.18221215
23.1875,-0.008155991,-27.26645149
23.19,-0.007999575,-27.35044394
23.1925,-0.007846606,-27.43419075
23.195,-0.007696999,-27.51769318
23.1975,-0.007550671,-27.60095249
23.2,-0.007407542,-27.68396991
23.2025,-0.007267532,-27.76674666
23.205,-0.007130566,-27.84928397
23.2075,-0.006996568,-27.93158304
23.21,-0.006865467,-28.01364508
23.2125,-0.006737192,-28.09547127
23.215,-0.006611674,-28.17706281
23.2175,-0.006488848,-28.25842086
23.22,-0.006368648,-28.33954659
23.2225,-0.006251011,-28.42044115
23.225,-0.006135875,-28.5011057
23.2275,-0.006023182,-28.58154138
23.23,-0.005912872,-28.66174931
23.2325,-0.005804889,-28.74173061
23.235,-0.005699177,-28.82148641
23.2375,-0.005595684,-28.9010178
23.24,-0.005494356,-28.98032589
23.2425,-0.005395144,-29.05941177
23.245,-0.005297996,-29.13827651
23.2475,-0.005202865,-29.2169212
23.25,-0.005109703,-29.29534689
23.2525,-0.005018466,-29.37355465
23.255,-0.004929107,-29.45154552
23.2575,-0.004841585,-29.52932055
23.26,-0.004755855,-29.60688077
23.2625,-0.004671877,-29.68422721
23.265,-0.004589611,-29.76136089
23.2675,-0.004509018,-29.83828282
23.27,-0.004430058,-29.91499401
23.2725,-0.004352695,-29.99149546
23.275,-0.004276893,-30.06778815
23.2775,-0.004202615,-30.14387308
23.28,-0.004129829,-30.2197512
23.2825,-0.004058499,-30.2954235
23.285,-0.003988593,-30.37089094
23.2875,-0.003920079,-30.44615447
23.29,-0.003852926,-30.52121504
23.2925,-0.003787103,-30.59607359
23.295,-0.003722581,-30.67073106
23.2975,-0.00365933,-30.74518838
23.3,-0.003597323,-30.81944646
23.3025,-0.003536532,-30.89350622
23.305,-0.00347693,-30.96736858
23.3075,-0.00341849,-31.04103442
23.31,-0.003361188,-31.11450465
23.3125,-0.003304998,-31.18778016
23.315,-0.003249896,-31.26086183
23.3175,-0.003195859,-31.33375054
23.32,-0.003142862,-31.40644715
23.3225,-0.003090883,-31.47895253
23.325,-0.0030399,-31.55126755
23.3275,-0.002989892,-31.62339304
23.33,-0.002940838,-31.69532987
23.3325,-0.002892716,-31.76707886
23.335,-0.002845508,-31.83864086
23.3375,-0.002799192,-31.91001669
23.34,-0.002753751,-31.98120718
23.3425,-0.002709166,-32.05221314
23.345,-0.002665417,-32.12303538
23.3475,-0.002622488,-32.19367472
23.35,-0.002580361,-32.26413195
23.3525,-0.002539019,-32.33440786
23.355,-0.002498445,-32.40450325
23.3575,-0.002458624,-32.4744189
23.36,-0.002419538,-32.54415559
23.3625,-0.002381174,-32.61371409
23.365,-0.002343515,-32.68309518
23.3675,-0.002306547,-32.75229961
23.37,-0.002270256,-32.82132814
23.3725,-0.002234627,-32.89018152
23.375,-0.002199646,-32.95886051
23.3775,-0.002165301,-33.02736584
23.38,-0.002131577,-33.09569826
23.3825,-0.002098462,-33.16385849
23.385,-0.002065944,-33.23184726
23.3875,-0.002034009,-33.2996653
23.39,-0.002002647,-33.36731332
23.3925,-0.001971845,-33.43479204
23.395,-0.001941592,-33.50210217
23.3975,-0.001911876,-33.5692444
23.4,-0.001882686,-33.63621945
23.4025,-0.001854013,-33.70302799
23.405,-0.001825844,-33.76967073
23.4075,-0.00179817,-33.83614835
23.41,-0.001770982,-33.90246152
23.4125,-0.001744268,-33.96861093
23.415,-0.001718019,-34.03459725
23.4175,-0.001692226,-34.10042114
23.42,-0.00166688,-34.16608327
23.4225,-0.001641971,-34.2315843
23.425,-0.001617491,-34.29692488
23.4275,-0.001593431,-34.36210566
23.43,-0.001569783,-34.42712729
23.4325,-0.001546538,-34.4919904
23.435,-0.001523689,-34.55669565
23.4375,-0.001501227,-34.62124366
23.44,-0.001479144,-34.68563505
23.4425,-0.001457433,-34.74987046
23.445,-0.001436087,-34.81395052
23.4475,-0.001415097,-34.87787582
23.45,-0.001394458,-34.941647
23.4525,-0.001374162,-35.00526465
23.455,-0.001354202,-35.06872939
23.4575,-0.001334571,-35.13204181
23.46,-0.001315264,-35.19520252
23.4625,-0.001296273,-35.25821211
23.465,-0.001277592,-35.32107117
23.4675,-0.001259215,-35.38378028
23.47,-0.001241136,-35.44634003
23.4725,-0.001223349,-35.50875101
23.475,-0.001205848,-35.57101378
23.4775,-0.001188627,-35.63312891
23.48,-0.001171682,-35.69509698
23.4825,-0.001155006,-35.75691856
23.485,-0.001138594,-35.8185942
23.4875,-0.001122441,-35.88012445
23.49,-0.001106542,-35.94150989
23.4925,-0.001090891,-36.00275105
23.495,-0.001075484,-36.06384849
23.4975,-0.001060316,-36.12480275
23.5,-0.001045382,-36.18561437
