frequency2,S11_C,S21_C
20.5,-0.022116133,-50.53657803
20.5025,-0.022186322,-50.44647885
20.505,-0.022256995,-50.35622871
20.5075,-0.022328157,-50.26582701
20.51,-0.02239981,-50.17527315
20.5125,-0.022471959,-50.08456652
20.515,-0.022544608,-49.9937065
20.5175,-0.02261776,-49.90269249
20.52,-0.02269142,-49.81152387
20.5225,-0.02276559,-49.72020001
20.525,-0.022840277,-49.6287203
20.5275,-0.022915483,-49.53708409
20.53,-0.022991212,-49.44529075
20.5325,-0.023067469,-49.35333965
20.535,-0.023144259,-49.26123015
20.5375,-0.023221586,-49.16896159
20.54,-0.023299453,-49.07653333
20.5425,-0.023377866,-48.98394471
20.545,-0.02345683,-48.89119507
20.5475,-0.023536348,-48.79828376
20.55,-0.023616426,-48.70521009
20.5525,-0.023697069,-48.61197341
20.555,-0.02377828,-48.51857303
20.5575,-0.023860067,-48.42500827
20.56,-0.023942432,-48.33127845
20.5625,-0.024025382,-48.23738288
20.565,-0.024108922,-48.14332086
20.5675,-0.024193057,-48.0490917
20.57,-0.024277792,-47.95469468
20.5725,-0.024363133,-47.86012911
20.575,-0.024449085,-47.76539427
20.5775,-0.024535655,-47.67048944
20.58,-0.024622847,-47.5754139
20.5825,-0.024710668,-47.48016692
20.585,-0.024799124,-47.38474777
20.5875,-0.02488822,-47.28915571
20.59,-0.024977963,-47.19339
20.5925,-0.025068358,-47.0974499
20.595,-0.025159413,-47.00133464
20.5975,-0.025251134,-46.90504348
20.6,-0.025343527,-46.80857564
20.6025,-0.025436598,-46.71193037
20.605,-0.025530355,-46.61510689
20.6075,-0.025624805,-46.51810442
20.61,-0.025719954,-46.42092217
20.6125,-0.02581581,-46.32355936
20.615,-0.02591238,-46.22601519
20.6175,-0.026009671,-46.12828886
20.62,-0.02610769,-46.03037957
20.6225,-0.026206445,-45.9322865
20.625,-0.026305945,-45.83400884
20.6275,-0.026406196,-45.73554576
20.63,-0.026507207,-45.63689644
20.6325,-0.026608987,-45.53806004
20.635,-0.026711542,-45.43903571
20.6375,-0.026814882,-45.33982262
20.64,-0.026919015,-45.24041992
20.6425,-0.027023951,-45.14082673
20.645,-0.027129697,-45.0410422
20.6475,-0.027236263,-44.94106546
20.65,-0.027343658,-44.84089562
20.6525,-0.027451892,-44.74053181
20.655,-0.027560974,-44.63997314
20.6575,-0.027670913,-44.5392187
20.66,-0.02778172,-44.4382676
20.6625,-0.027893405,-44.33711893
20.665,-0.028005978,-44.23577177
20.6675,-0.028119449,-44.1342252
20.67,-0.028233829,-44.03247828
20.6725,-0.028349129,-43.93053008
20.675,-0.02846536,-43.82837967
20.6775,-0.028582534,-43.72602608
20.68,-0.028700661,-43.62346836
20.6825,-0.028819753,-43.52070555
20.685,-0.028939822,-43.41773667
20.6875,-0.029060881,-43.31456074
20.69,-0.029182941,-43.21117679
20.6925,-0.029306016,-43.1075838
20.695,-0.029430118,-43.0037808
20.6975,-0.02955526,-42.89976675
20.7,-0.029681456,-42.79554066
20.7025,-0.029808719,-42.69110149
20.705,-0.029937063,-42.58644821
20.7075,-0.030066502,-42.48157979
20.71,-0.030197051,-42.37649517
20.7125,-0.030328724,-42.27119329
20.715,-0.030461537,-42.1656731
20.7175,-0.030595505,-42.05993353
20.72,-0.030730643,-41.95397348
20.7225,-0.030866967,-41.84779188
20.725,-0.031004494,-41.74138763
20.7275,-0.031143241,-41.63475961
20.73,-0.031283224,-41.52790672
20.7325,-0.03142446,-41.42082783
20.735,-0.031566968,-41.31352181
20.7375,-0.031710765,-41.20598752
20.74,-0.03185587,-41.09822381
20.7425,-0.032002302,-40.99022951
20.745,-0.03215008,-40.88200347
20.7475,-0.032299224,-40.7735445
20.75,-0.032449753,-40.66485141
20.7525,-0.032601689,-40.55592302
20.755,-0.032755052,-40.4467581
20.7575,-0.032909864,-40.33735546
20.76,-0.033066147,-40.22771385
20.7625,-0.033223923,-40.11783205
20.765,-0.033383215,-40.0077088
20.7675,-0.033544046,-39.89734286
20.77,-0.033706442,-39.78673296
20.7725,-0.033870425,-39.67587782
20.775,-0.034036021,-39.56477615
20.7775,-0.034203256,-39.45342665
20.78,-0.034372156,-39.34182802
20.7825,-0.034542748,-39.22997894
20.785,-0.03471506,-39.11787808
20.7875,-0.034889119,-39.0055241
20.79,-0.035064954,-38.89291563
20.7925,-0.035242596,-38.78005133
20.795,-0.035422074,-38.66692982
20.7975,-0.035603419,-38.5535497
20.8,-0.035786662,-38.43990958
20.8025,-0.035971837,-38.32600805
20.805,-0.036158977,-38.21184369
20.8075,-0.036348115,-38.09741506
20.81,-0.036539287,-37.98272072
20.8125,-0.036732529,-37.86775921
20.815,-0.036927876,-37.75252905
20.8175,-0.037125368,-37.63702877
20.82,-0.037325042,-37.52125686
20.8225,-0.037526938,-37.40521182
20.825,-0.037731096,-37.28889213
20.8275,-0.037937559,-37.17229624
20.83,-0.038146369,-37.05542261
20.8325,-0.038357569,-36.93826967
20.835,-0.038571206,-36.82083586
20.8375,-0.038787325,-36.70311958
20.84,-0.039005973,-36.58511922
20.8425,-0.0392272,-36.46683317
20.845,-0.039451054,-36.34825979
20.8475,-0.039677589,-36.22939744
20.85,-0.039906856,-36.11024446
20.8525,-0.040138909,-35.99079917
20.855,-0.040373805,-35.87105988
20.8575,-0.0406116,-35.75102488
20.86,-0.040852354,-35.63069245
20.8625,-0.041096127,-35.51006086
20.865,-0.041342981,-35.38912834
20.8675,-0.04159298,-35.26789315
20.87,-0.04184619,-35.14635348
20.8725,-0.042102679,-35.02450754
20.875,-0.042362516,-34.90235351
20.8775,-0.042625772,-34.77988957
20.88,-0.042892523,-34.65711385
20.8825,-0.043162843,-34.5340245
20.885,-0.04343681,-34.41061962
20.8875,-0.043714506,-34.28689733
20.89,-0.043996013,-34.16285569
20.8925,-0.044281416,-34.03849278
20.895,-0.044570804,-33.91380664
20.8975,-0.044864266,-33.7887953
20.9,-0.045161897,-33.66345676
20.9025,-0.045463793,-33.53778903
20.905,-0.045770052,-33.41179008
20.9075,-0.046080777,-33.28545785
20.91,-0.046396074,-33.15879028
20.9125,-0.046716052,-33.0317853
20.915,-0.047040822,-32.90444079
20.9175,-0.0473705,-32.77675464
20.92,-0.047705207,-32.6487247
20.9225,-0.048045065,-32.5203488
20.925,-0.048390202,-32.39162478
20.9275,-0.048740748,-32.26255042
20.93,-0.049096841,-32.1331235
20.9325,-0.04945862,-32.00334178
20.935,-0.04982623,-31.87320298
20.9375,-0.050199821,-31.74270483
20.94,-0.050579548,-31.61184502
20.9425,-0.050965569,-31.48062121
20.945,-0.051358051,-31.34903106
20.9475,-0.051757165,-31.21707219
20.95,-0.052163087,-31.0847422
20.9525,-0.052576,-30.95203868
20.955,-0.052996093,-30.81895918
20.9575,-0.053423561,-30.68550125
20.96,-0.053858608,-30.55166239
20.9625,-0.054301442,-30.4174401
20.965,-0.054752282,-30.28283184
20.9675,-0.05521135,-30.14783505
20.97,-0.055678881,-30.01244716
20.9725,-0.056155115,-29.87666556
20.975,-0.056640302,-29.74048762
20.9775,-0.0571347,-29.60391068
20.98,-0.057638578,-29.46693208
20.9825,-0.058152213,-29.3295491
20.985,-0.058675894,-29.19175903
20.9875,-0.059209921,-29.0535591
20.99,-0.059754602,-28.91494655
20.9925,-0.060310259,-28.77591856
20.995,-0.060877226,-28.63647232
20.9975,-0.061455849,-28.49660496
21,-0.062046488,-28.35631362
21.0025,-0.062649516,-28.21559538
21.005,-0.06326532,-28.07444733
21.0075,-0.063894303,-27.93286649
21.01,-0.064536883,-27.7908499
21.0125,-0.065193493,-27.64839454
21.015,-0.065864586,-27.50549738
21.0175,-0.06655063,-27.36215537
21.02,-0.067252113,-27.21836542
21.0225,-0.067969542,-27.07412443
21.025,-0.068703444,-26.92942924
21.0275,-0.069454368,-26.78427672
21.03,-0.070222885,-26.63866366
21.0325,-0.071009588,-26.49258686
21.035,-0.071815095,-26.34604309
21.0375,-0.07264005,-26.19902908
21.04,-0.073485122,-26.05154154
21.0425,-0.07435101,-25.90357717
21.045,-0.075238439,-25.75513264
21.0475,-0.076148168,-25.60620458
21.05,-0.077080984,-25.45678962
21.0525,-0.07803771,-25.30688435
21.055,-0.079019204,-25.15648535
21.0575,-0.080026358,-25.00558918
21.06,-0.081060105,-24.85419236
21.0625,-0.082121417,-24.70229141
21.065,-0.083211308,-24.54988283
21.0675,-0.084330836,-24.39696309
21.07,-0.085481107,-24.24352864
21.0725,-0.086663273,-24.08957592
21.075,-0.087878538,-23.93510138
21.0775,-0.08912816,-23.7801014
21.08,-0.090413452,-23.6245724
21.0825,-0.091735787,-23.46851076
21.085,-0.093096598,-23.31191285
21.0875,-0.094497385,-23.15477505
21.09,-0.095939715,-22.99709372
21.0925,-0.097425225,-22.8388652
21.095,-0.09895563,-22.68008587
21.0975,-0.100532722,-22.52075207
21.1,-0.102158376,-22.36086016
21.1025,-0.103834556,-22.20040649
21.105,-0.105563316,-22.03938744
21.1075,-0.107346807,-21.87779938
21.11,-0.10918728,-21.71563871
21.1125,-0.111087095,-21.55290183
21.115,-0.113048724,-21.38958516
21.1175,-0.115074755,-21.22568517
21.12,-0.117167902,-21.06119833
21.1225,-0.11933101,-20.89612115
21.125,-0.121567061,-20.73045019
21.1275,-0.123879182,-20.56418204
21.13,-0.126270655,-20.39731334
21.1325,-0.128744919,-20.22984078
21.135,-0.131305587,-20.06176112
21.1375,-0.133956448,-19.89307119
21.14,-0.136701481,-19.72376788
21.1425,-0.139544863,-19.55384816
21.145,-0.14249098,-19.38330911
21.1475,-0.14554444,-19.21214788
21.15,-0.148710084,-19.04036176
21.1525,-0.151992997,-18.86794813
21.155,-0.155398527,-18.6949045
21.1575,-0.158932292,-18.52122854
21.16,-0.1626002,-18.34691805
21.1625,-0.166408465,-18.17197101
21.165,-0.170363621,-17.99638555
21.1675,-0.174472545,-17.82016002
21.17,-0.178742468,-17.64329296
21.1725,-0.183181004,-17.46578313
21.175,-0.187796166,-17.28762956
21.1775,-0.192596389,-17.10883149
21.18,-0.197590554,-16.92938849
21.1825,-0.202788017,-16.74930038
21.185,-0.208198628,-16.56856734
21.1875,-0.213832768,-16.38718987
21.19,-0.219701372,-16.20516887
21.1925,-0.225815963,-16.02250559
21.195,-0.232188688,-15.83920175
21.1975,-0.238832349,-15.6552595
21.2,-0.245760443,-15.47068149
21.2025,-0.2529872,-15.28547088
21.205,-0.260527627,-15.09963139
21.2075,-0.26839755,-14.91316733
21.21,-0.276613661,-14.72608367
21.2125,-0.285193568,-14.53838603
21.215,-0.294155846,-14.35008075
21.2175,-0.303520091,-14.16117497
21.22,-0.313306981,-13.97167662
21.2225,-0.323538332,-13.78159451
21.225,-0.334237164,-13.59093841
21.2275,-0.345427772,-13.39971903
21.23,-0.357135789,-13.20794816
21.2325,-0.369388268,-13.01563872
21.235,-0.382213755,-12.82280479
21.2375,-0.395642372,-12.62946171
21.24,-0.409705906,-12.43562617
21.2425,-0.424437892,-12.24131626
21.245,-0.439873713,-12.04655158
21.2475,-0.456050695,-11.8513533
21.25,-0.473008207,-11.65574426
21.2525,-0.49078777,-11.45974908
21.255,-0.509433165,-11.26339424
21.2575,-0.528990547,-11.06670818
21.26,-0.549508564,-10.86972141
21.2625,-0.571038474,-10.67246663
21.265,-0.593634274,-10.47497879
21.2675,-0.617352826,-10.27729528
21.27,-0.642253983,-10.07945597
21.2725,-0.668400729,-9.88150336
21.275,-0.695859306,-9.683482709
21.2775,-0.724699352,-9.48544212
21.28,-0.754994034,-9.287432674
21.2825,-0.786820185,-9.089508539
21.285,-0.820258434,-8.891727084
21.2875,-0.855393333,-8.694148983
21.29,-0.892313488,-8.496838315
21.2925,-0.931111673,-8.299862667
21.295,-0.971884942,-8.103293209
21.2975,-1.014734733,-7.907204778
21.3,-1.059766958,-7.711675936
21.3025,-1.107092082,-7.516789019
21.305,-1.156825182,-7.322630169
21.3075,-1.209085991,-7.129289344
21.31,-1.263998923,-6.936860304
21.3125,-1.321693071,-6.745440579
21.315,-1.38230218,-6.555131401
21.3175,-1.445964591,-6.366037605
21.32,-1.512823155,-6.178267507
21.3225,-1.583025111,-5.991932733
21.325,-1.656721927,-5.807148011
21.3275,-1.734069106,-5.62403093
21.33,-1.815225943,-5.442701645
21.3325,-1.900355248,-5.263282541
21.335,-1.989623023,-5.085897854
21.3375,-2.08319809,-4.910673234
21.34,-2.181251686,-4.737735272
21.3425,-2.283957006,-4.567210975
21.345,-2.391488708,-4.3992272
21.3475,-2.504022386,-4.233910035
21.35,-2.621734004,-4.071384161
21.3525,-2.744799301,-3.911772162
21.355,-2.873393181,-3.755193815
21.3575,-3.007689083,-3.601765363
21.36,-3.147858345,-3.451598766
21.3625,-3.294069576,-3.304800958
21.365,-3.446488032,-3.161473097
21.3675,-3.605275031,-3.021709843
21.37,-3.770587387,-2.885598655
21.3725,-3.942576903,-2.753219123
21.375,-4.121389921,-2.624642354
21.3775,-4.307166937,-2.499930412
21.38,-4.500042302,-2.379135824
21.3825,-4.700144014,-2.262301163
21.385,-4.907593603,-2.149458719
21.3875,-5.122506138,-2.040630251
21.39,-5.344990331,-1.935826841
21.3925,-5.575148775,-1.835048844
21.395,-5.813078292,-1.73828593
21.3975,-6.058870413,-1.645517231
21.4,-6.312611982,-1.55671158
21.4025,-6.574385873,-1.471827834
21.405,-6.844271839,-1.390815291
21.4075,-7.122347471,-1.313614176
21.41,-7.408689272,-1.240156196
21.4125,-7.703373835,-1.170365156
21.415,-8.006479135,-1.104157618
21.4175,-8.318085908,-1.0414436
21.42,-8.638279138,-0.982127302
21.4225,-8.967149639,-0.926107848
21.425,-9.304795723,-0.873280027
21.4275,-9.651324986,-0.823535042
21.43,-10.00685618,-0.776761232
21.4325,-10.3715212,-0.732844789
21.435,-10.74546723,-0.691670432
21.4375,-11.12885895,-0.653122058
21.44,-11.52188101,-0.617083351
21.4425,-11.92474063,-0.58343835
21.445,-12.33767043,-0.552071971
21.4475,-12.76093154,-0.522870481
21.45,-13.19481705,-0.495721931
21.4525,-13.63965578,-0.470516537
21.455,-14.09581662,-0.447147008
21.4575,-14.56371331,-0.425508846
21.46,-15.04380996,-0.405500581
21.4625,-15.53662742,-0.38702398
21.465,-16.04275051,-0.36998421
21.4675,-16.56283663,-0.354289964
21.47,-17.09762575,-0.339853554
21.4725,-17.64795226,-0.326590974
21.475,-18.21475911,-0.314421935
21.4775,-18.79911478,-0.303269871
21.48,-19.40223384,-0.293061924
21.4825,-20.02550199,-0.283728913
21.485,-20.670507,-0.275205281
21.4875,-21.33907704,-0.267429026
21.49,-22.03332886,-0.260341627
21.4925,-22.75572889,-0.253887946
21.495,-23.50917166,-0.248016138
21.4975,-24.29708178,-0.242677538
21.5,-25.12354837,-0.237826553
21.5025,-25.9935052,-0.233420545
21.505,-26.91297598,-0.229419714
21.5075,-27.88941533,-0.225786976
21.51,-28.93219248,-0.222487846
21.5125,-30.05329467,-0.219490311
21.515,-31.2683771,-0.216764716
21.5175,-32.59837697,-0.214283644
21.52,-34.07207144,-0.212021796
21.5225,-35.7302478,-0.209955884
21.525,-37.63259181,-0.208064511
21.5275,-39.86848317,-0.206328072
21.53,-42.5674671,-0.204728641
21.5325,-45.84943876,-0.203249875
21.535,-49.22343786,-0.201876915
21.5375,-49.78800636,-0.200596292
21.54,-47.1693275,-0.199395833
21.5425,-44.45528256,-0.198264582
21.545,-42.32506253,-0.19719271
21.5475,-40.67639346,-0.196171441
21.55,-39.37591132,-0.195192972
21.5525,-38.33040707,-0.194250407
21.555,-37.47784735,-0.193337684
21.5575,-36.7761482,-0.192449512
21.56,-36.19588738,-0.19158131
21.5625,-35.71589026,-0.190729148
21.565,-35.32053153,-0.189889694
21.5675,-34.99804092,-0.189060161
21.57,-34.73940732,-0.188238256
21.5725,-34.53764996,-0.187422137
21.575,-34.38732178,-0.18661037
21.5775,-34.28416409,-0.185801886
21.58,-34.22486285,-0.184995944
21.5825,-34.2068751,-0.184192094
21.585,-34.22830553,-0.183390146
21.5875,-34.28781993,-0.182590137
21.59,-34.3845872,-0.181792303
21.5925,-34.51824447,-0.180997051
21.595,-34.68888228,-0.180204934
21.5975,-34.8970486,-0.179416627
21.6,-35.14377212,-0.178632908
21.6025,-35.43060683,-0.177854635
21.605,-35.75970226,-0.177082729
21.6075,-36.13390607,-0.176318158
21.61,-36.55691007,-0.17556192
21.6125,-37.03345639,-0.174815029
21.615,-37.56963043,-0.174078505
21.6175,-38.17328301,-0.173353358
21.62,-38.85465158,-0.172640582
21.6225,-39.62729973,-0.171941141
21.625,-40.50958745,-0.171255967
21.6275,-41.52706948,-0.170585944
21.63,-42.71661307,-0.169931911
21.6325,-44.13392665,-0.169294651
21.635,-45.86844634,-0.168674884
21.6375,-48.07574697,-0.168073271
21.64,-51.05585143,-0.167490403
21.6425,-55.43242004,-0.166926803
21.645,-61.03146377,-0.166382919
21.6475,-57.56547348,-0.165859131
21.65,-52.31795335,-0.165355741
21.6525,-48.78806124,-0.164872978
21.655,-46.2179664,-0.164410998
21.6575,-44.21019073,-0.163969881
21.66,-42.56678226,-0.163549635
21.6625,-41.17788526,-0.163150198
21.665,-39.97678342,-0.162771435
21.6675,-38.92007684,-0.162413145
21.67,-37.97799766,-0.162075061
21.6725,-37.12925752,-0.161756849
21.675,-36.35811105,-0.161458119
21.6775,-35.65258604,-0.16117842
21.68,-35.00336644,-0.160917244
21.6825,-34.40305979,-0.160674033
21.685,-33.84570069,-0.160448179
21.6875,-33.32640474,-0.160239028
21.69,-32.84112152,-0.160045885
21.6925,-32.38645426,-0.159868013
21.695,-31.95952595,-0.159704642
21.6975,-31.55787804,-0.159554969
21.7,-31.17939286,-0.159418161
21.7025,-30.82223315,-0.159293362
21.705,-30.48479463,-0.159179693
21.7075,-30.16566816,-0.159076257
21.71,-29.86360936,-0.158982143
21.7125,-29.57751398,-0.158896428
21.715,-29.30639775,-0.158818181
21.7175,-29.04937974,-0.158746466
21.72,-28.80566858,-0.158680346
21.7225,-28.57455089,-0.158618884
21.725,-28.35538165,-0.158561149
21.7275,-28.14757592,-0.158506216
21.73,-27.95060188,-0.158453171
21.7325,-27.76397487,-0.158401112
21.735,-27.58725228,-0.158349153
21.7375,-27.4200291,-0.158296426
21.74,-27.2619341,-0.158242082
21.7425,-27.11262651,-0.158185294
21.745,-26.97179312,-0.158125261
21.7475,-26.83914571,-0.158061207
21.75,-26.71441887,-0.157992385
21.7525,-26.597368,-0.157918077
21.755,-26.48776759,-0.157837598
21.7575,-26.38540969,-0.157750294
21.76,-26.29010255,-0.157655546
21.7625,-26.20166943,-0.15755277
21.765,-26.1199475,-0.157441418
21.7675,-26.04478693,-0.157320982
21.77,-25.97605002,-0.157190989
21.7725,-25.91361046,-0.157051005
21.775,-25.85735265,-0.156900638
21.7775,-25.8071711,-0.156739534
21.78,-25.76296993,-0.156567379
21.7825,-25.72466238,-0.1563839
21.785,-25.69217042,-0.156188863
21.7875,-25.66542436,-0.155982078
21.79,-25.64436257,-0.155763391
21.7925,-25.62893121,-0.155532691
21.795,-25.61908396,-0.155289907
21.7975,-25.6147819,-0.155035005
21.8,-25.61599329,-0.154767992
21.8025,-25.62269351,-0.154488914
21.805,-25.63486492,-0.154197851
21.8075,-25.65249688,-0.153894924
21.81,-25.67558565,-0.153580289
21.8125,-25.70413448,-0.153254135
21.815,-25.73815361,-0.152916687
21.8175,-25.77766038,-0.152568204
21.82,-25.82267933,-0.152208975
21.8225,-25.87324236,-0.151839322
21.825,-25.92938892,-0.151459595
21.8275,-25.99116625,-0.151070172
21.83,-26.05862963,-0.15067146
21.8325,-26.13184273,-0.15026389
21.835,-26.21087794,-0.149847919
21.8375,-26.29581684,-0.149424025
21.84,-26.38675063,-0.148992709
21.8425,-26.48378072,-0.14855449
21.845,-26.58701933,-0.148109908
21.8475,-26.69659019,-0.147659517
21.85,-26.81262932,-0.147203889
21.8525,-26.93528594,-0.146743607
21.855,-27.06472347,-0.146279269
21.8575,-27.20112067,-0.14581148
21.86,-27.34467288,-0.145340858
21.8625,-27.49559352,-0.144868024
21.865,-27.65411573,-0.14439361
21.8675,-27.8204942,-0.143918246
21.87,-27.99500731,-0.14344257
21.8725,-28.17795957,-0.142967218
21.875,-28.36968436,-0.142492826
21.8775,-28.57054712,-0.142020029
21.88,-28.78094903,-0.141549457
21.8825,-29.00133119,-0.141081736
21.885,-29.23217957,-0.140617485
21.8875,-29.47403068,-0.140157315
21.89,-29.72747827,-0.139701829
21.8925,-29.99318121,-0.139251617
21.895,-30.27187271,-0.138807259
21.8975,-30.56437137,-0.138369321
21.9,-30.87159439,-0.137938355
21.9025,-31.19457339,-0.137514897
21.905,-31.53447363,-0.137099465
21.9075,-31.89261746,-0.136692561
21.91,-32.2705132,-0.136294668
21.9125,-32.66989092,-0.135906247
21.915,-33.09274741,-0.13552774
21.9175,-33.54140304,-0.135159566
21.92,-34.01857474,-0.134802123
21.9225,-34.52747063,-0.134455784
21.925,-35.07191472,-0.134120897
21.9275,-35.65651364,-0.133797788
21.93,-36.28688358,-0.133486755
21.9325,-36.96996544,-0.133188072
21.935,-37.71447222,-0.132901986
21.9375,-38.53154074,-0.132628714
21.94,-39.43570886,-0.132368451
21.9425,-40.44643124,-0.132121361
21.945,-41.59052306,-0.131887581
21.9475,-42.90627928,-0.13166722
21.95,-44.45076966,-0.131460359
21.9525,-46.31339551,-0.13126705
21.955,-48.64148437,-0.131087319
21.9575,-51.67841517,-0.130921161
21.96,-55.63794136,-0.130768545
21.9625,-58.33345611,-0.130629411
21.965,-55.24575074,-0.130503674
21.9675,-51.38658378,-0.130391217
21.97,-48.45526215,-0.130291901
21.9725,-46.204211,-0.130205558
21.975,-44.40056104,-0.130131993
21.9775,-42.90427346,-0.130070989
21.98,-41.62999837,-0.130022301
21.9825,-40.5229722,-0.12998566
21.985,-39.54628198,-0.129960774
21.9875,-38.67398324,-0.129947329
21.99,-37.88719459,-0.129944987
21.9925,-37.17177013,-0.12995339
21.995,-36.51684993,-0.129972159
21.9975,-35.91392216,-0.130000896
